Amplitude,AndersonDarling,Autocor_length,Beyond1Std,CAR_mean,CAR_sigma,CAR_tau,Color,Con,Eta_color,Eta_e,FluxPercentileRatioMid20,FluxPercentileRatioMid35,FluxPercentileRatioMid50,FluxPercentileRatioMid65,FluxPercentileRatioMid80,Freq1_harmonics_amplitude_0,Freq1_harmonics_amplitude_1,Freq1_harmonics_amplitude_2,Freq1_harmonics_amplitude_3,Freq1_harmonics_rel_phase_0,Freq1_harmonics_rel_phase_1,Freq1_harmonics_rel_phase_2,Freq1_harmonics_rel_phase_3,Freq2_harmonics_amplitude_0,Freq2_harmonics_amplitude_1,Freq2_harmonics_amplitude_2,Freq2_harmonics_amplitude_3,Freq2_harmonics_rel_phase_0,Freq2_harmonics_rel_phase_1,Freq2_harmonics_rel_phase_2,Freq2_harmonics_rel_phase_3,Freq3_harmonics_amplitude_0,Freq3_harmonics_amplitude_1,Freq3_harmonics_amplitude_2,Freq3_harmonics_amplitude_3,Freq3_harmonics_rel_phase_0,Freq3_harmonics_rel_phase_1,Freq3_harmonics_rel_phase_2,Freq3_harmonics_rel_phase_3,ID,LinearTrend,MaxSlope,Mean,Meanvariance,MedianAbsDev,MedianBRP,PairSlopeTrend,PercentAmplitude,PercentDifferenceFluxPercentile,PeriodLS,Period_fit,Psi_CS,Psi_eta,Q31,Q31_color,Rcs,Skew,SlottedA_length,SmallKurtosis,Std,StetsonJ,StetsonK,StetsonK_AC,StetsonL,category
0.10749999999999993,0.9393952866478693,11.0,0.38596491228070173,0.036107420057135284,-0.00408486475790165,517.5210759346492,-0.34333877797943657,0.0,0.004620244283697368,46.058529215847464,0.2660098522167421,0.33497536945813594,0.4581280788177352,0.6502463054187283,0.8177339901477875,0.07005148653897908,0.030593108658044793,0.05754361663220785,0.00903713686725112,0.0,1.554298158880398,2.0109461912184154,1.269507901347777,0.08023507703595184,0.043321613029093105,0.03396668476219006,0.03250132497551564,0.0,0.6274021781441501,0.6436160184494619,-0.8666334173527718,0.06077552411281419,0.02842258430745657,0.008453696372199776,0.025399007392412805,0.0,-0.07061814607142847,1.9566839025945773,0.8617763722984457,449978,-4.763411977034871e-05,0.023000000000001464,18.686350877192982,0.0032236350578068894,0.05299999999999727,0.22807017543859648,-0.16666666666666666,0.006530699641347008,0.01086665596060165,1467.5,6.222124905625442e-05,0.4266191912781696,0.42941428560039224,0.09299999999999997,0.09925000000000139,0.4266191912782048,0.04871087817114105,68.0,-1.0019636675740364,0.060237975790199814,-0.00021769445784524378,0.8750425583914039,0.7495894544729943,-0.00022114322361967676,QSO
0.27399999999999913,1.0,2.0,0.16666666666666666,0.07432728580894772,-0.01146480131694001,260.2209465361411,-0.2698971264367813,0.034482758620689655,,49.8760343499216,0.042600896860990674,0.07174887892376663,0.17264573991030924,0.30493273542600624,0.5986547085201841,0.1514243841403762,0.13055196568251737,0.0523773479786349,0.09074071541111385,0.0,1.1805186043220521,1.4179311637047807,1.3358194659549603,0.1979971014262572,0.16644039854468196,0.10426836950615688,0.15253334832763232,0.0,0.7135638206687818,0.7701693015973006,0.9408518842378548,0.28648221266405377,0.17866927986758688,0.07794898665887519,0.13509608767981762,0.0,-0.32490871809860955,1.8188551983499839,1.698555377252619,4928219,-2.532029194679043e-05,0.07099999999999795,19.341516666666667,0.0061473631072878464,0.02899999999999814,0.6666666666666666,0.03333333333333333,0.021858489588728925,0.023101626437377062,1053.7894736842106,0.0018479369669424984,0.23471070345229245,0.3373896965048263,0.07549999999999812,0.06900000000000261,0.19693598226461134,1.8263577837201814,6.0,3.7077594070556708,0.11889932599565968,0.00013743305334337083,0.6331029708455567,0.765727993507814,0.00010495770766252181,QSO
0.26750000000000007,0.9560359212450142,1.0,0.4594594594594595,234.0342994760039,-0.9669568823863437,0.06317080516931231,-0.9573513513513578,0.0,,2019.2372494364622,0.2586206896551719,0.3256704980842909,0.5478927203065124,0.7509578544061323,0.932950191570881,0.1561432895099325,0.024207777862662237,0.08175495260032387,0.04976795135802417,0.0,-1.5328449587529267,0.7111287514759553,-0.6265380602856233,0.119759104540291,0.031344314517132384,0.036319659836562476,0.039212733640672105,0.0,0.3249333195556474,1.214408267968947,0.22795555187237582,0.11266033609350344,0.022329620019032805,0.04874488650897791,0.05870435945857956,0.0,0.26959500118925694,0.41161142128630507,0.14806533679265832,3202291,-1.4045225570872034e-06,0.532,14.784135135135132,0.011500223019959007,0.15000000000000036,0.1891891891891892,-0.03333333333333333,0.020781154809449698,0.03533473228186558,38.04878048780488,0.9998978615138076,0.2117344389428892,1.639766892496744,0.2900000000000009,0.06900000000000261,0.18520480072134332,0.2080668362172494,2.0,-1.0297025450128112,0.1700208512112658,0.00013743305334337083,0.7813292560336816,0.7353167667456894,0.00010495770766252181,ew
0.2419999999999991,0.9999999103483896,9.0,0.2553191489361702,0.04233048913709327,-0.010407038743543274,454.27243719786486,-0.18902553191489702,0.0,0.001156674894016471,54.93167232704391,0.10991379310344511,0.329741379310343,0.49568965517241614,0.653017241379314,0.7823275862068979,0.2217034922787375,0.1610641605330663,0.0750738939445562,0.09614567817913743,0.0,-1.9449190723205374,-1.6248885887942373,-1.1341195960742216,0.15117145164030749,0.08167677414395501,0.12111145908267827,0.19977769945741058,0.0,0.6491330350733859,0.6800089979610443,1.3395127874092454,0.20017886766878126,0.1370533734513066,0.023607572269129615,0.14754765723838037,0.0,-0.9354878381985179,0.4857241494720752,-1.1039606928882955,1792218,-0.0001152278850599817,0.05749999999999922,19.229574468085104,0.007821940526786857,0.08799999999999741,0.40425531914893614,-0.23333333333333334,0.020166934522266724,0.02405516097257497,2948.0000000000005,6.739109238270082e-05,0.4241088408778793,0.2655477950593781,0.2270000000000003,0.26000000000000156,0.4241088408778828,-0.723097720604279,16.0,-0.5506346639171271,0.15041258784478068,-0.00039541547406859263,0.7035420860425304,0.8053099645931863,-0.0003564645896408481,QSO
0.20899999999999963,0.9999999983567529,8.0,0.41818181818181815,0.09793087519546922,-0.016084326736172178,197.60487326588796,-0.06330634648369937,0.0,0.14537288930532746,22.864521685404533,0.4444444444444464,0.5234567901234505,0.6395061728395021,0.7135802469135881,0.8148148148148242,0.22600676350833354,0.20361637178070033,0.1358831391136618,0.11824858125147657,0.0,-0.028407297217037636,-0.17850708604552,1.4172493990249215,0.3245250810400341,0.2193306735927059,0.15861054594578566,0.15901385327448148,0.0,0.21267450875790633,0.11486659741153299,-1.4940058892279906,0.3863881284475118,0.32627945939034486,0.2808963987525895,0.31726430343045353,0.0,-1.251680120625866,-0.3556572346760284,0.3895651503313623,434011,0.00016693829015759066,0.045999999999999375,19.351618181818186,0.007306308308879892,0.11299999999999955,0.12727272727272726,-0.1,0.017067134165205892,0.020882747241414742,4402.5,4.922994956221016e-05,0.4442842720975376,0.42472925561965547,0.254999999999999,0.24399999999999977,0.4442842720975376,-0.1159672131393206,58.0,-1.356525217418983,0.1413888887120894,0.0006113596807118512,0.8748363340846385,0.7243764915261944,0.0005431522123475942,QSO
0.22449999999999903,0.9999970645391733,5.0,0.37037037037037035,0.05343767461462835,-0.008348928975772238,375.28107824247286,-0.3050336700336729,0.0,,39.879425440620835,0.21531100478468904,0.3971291866028639,0.6148325358851721,0.7009569377990426,0.7966507177033554,0.16603199684242387,0.12744713142783826,0.11933018065016078,0.31335252713868655,0.0,0.894691840428662,2.362590751649346,2.104034440130212,0.19121077220033397,0.10321919965273313,0.108514756188202,0.11395929262987592,0.0,0.5953998217464516,-0.15597420788096644,-0.7145039157694063,0.11218868397051308,0.0640770191434404,0.08525543554345506,0.08635959856100829,0.0,2.6199865474595567,0.2030155410055693,2.501612052651395,2636798,0.0001124097671810125,0.06099999999999639,20.054148148148148,0.006816675731605686,0.07500000000000107,0.2222222222222222,0.03333333333333333,0.01683821325072448,0.02088538023383628,1560.0,1.4934594033684328e-06,0.38131591215306126,0.4529749881355175,0.2515000000000036,0.25375000000000014,0.3813159121530589,0.3918508696892366,14.0,-0.9004846134570217,0.13670262499950658,-0.00016477126420221815,0.8510949818771565,0.8115699903214523,-0.00015125966253844993,QSO
0.12449999999999939,0.9511749158335064,5.0,0.3584905660377358,0.14922332792276866,-0.009007775397353725,130.7026660238215,-0.2548274932614554,0.0,0.20910726727626724,137.5797741464498,0.27038626609441907,0.4334763948497871,0.5236051502146138,0.7038626609442215,0.8412017167381995,0.09404530201418725,0.010599159711918318,0.015206476334823757,0.006973671989985654,0.0,-2.103549935421038,-2.06793717715642,-2.1053863068345757,0.030694665638427876,0.011708586846837421,0.010822104412414402,0.005085064208359562,0.0,2.24008409781761,-0.3735202591011658,-0.6849373260298591,0.024145876664930083,0.009730520611772719,0.011115790156969023,0.004858583746635848,0.0,1.1073878996359523,0.782608965618612,2.3419038507081065,2636940,-6.826809245881877e-06,0.06649999999999956,19.50388679245283,0.004069839461941383,0.062000000000001165,0.20754716981132076,0.1,0.012100702456032439,0.011946879967184382,227.91176470588238,2.1956215890731024e-05,0.359991508600361,0.6737495829185398,0.12399999999999878,0.11724999999999852,0.33191622525160136,-0.2725831805649331,56.0,-0.010991747185199241,0.07937768812916186,-2.0828074039248502e-05,0.8631784671086534,0.8496754505736033,-2.056154249761088e-05,QSO
0.1737499999999983,1.0,7.0,0.22388059701492538,0.02519107700777112,-0.005932068126537703,752.7955766811206,-0.0757164179104528,0.046153846153846156,0.20910726727626724,28.312828270118764,0.08787878787878807,0.18181818181817888,0.22121212121212355,0.6454545454545517,0.8666666666666752,0.13311361703171407,0.031788638072047924,0.029844644521965738,0.025897983256276073,0.0,2.0693043439025254,1.1107923095808616,0.40075450588824557,0.05786328474455755,0.05154740308157466,0.03867752056377811,0.05261534083997538,0.0,-1.7192616667633724,-1.7580639657871941,-1.9823398944429091,0.08384448051313974,0.07691416128151565,0.038356810057322686,0.056111286750094906,0.0,0.7619737481975966,-0.8561291570454309,-1.55639959987559,3803775,-7.057812599875005e-05,0.04800000000000182,18.963731343283577,0.005190018468315207,0.036000000000001364,0.6119402985074627,0.16666666666666666,0.015527622266821427,0.017428963768881287,2860.285714285714,7.546262104533963e-06,0.3715385447499833,0.22231024709648758,0.07049999999999912,0.11724999999999852,0.3715385447500092,1.1615672665087085,1.0,0.7843495062945554,0.09842211589980972,-2.0828074039248502e-05,0.7404958078519884,0.7326764081452651,-2.056154249761088e-05,QSO
0.1515000000000004,0.9999998726243464,9.0,0.40298507462686567,0.02163185987953289,-0.004586183818964975,876.9086100198099,-0.09634328358209032,0.0,0.20910726727626724,20.237314740970536,0.301038062283726,0.44982698961937695,0.5328719723183426,0.695501730103813,0.9031141868512149,0.12973028769110878,0.053678919597870516,0.030819352181041943,0.03240674371189359,0.0,-0.7404263553037771,-2.761101894538209,-1.3651968047228722,0.07118909995931402,0.03369218402663207,0.029607378584971457,0.041723897996275225,0.0,0.7908656836604908,-0.2470826405959096,1.0317944513494437,0.04857607816036117,0.022876031852119196,0.010289008040713865,0.022640900852762453,0.0,0.25730129829947157,-2.284479404830324,-1.2369846947433252,912477,4.712427564901176e-05,0.028999999999999915,18.969164179104478,0.004995141692881348,0.07699999999999818,0.2537313432835821,-0.03333333333333333,0.01147126920648303,0.015207324773731736,2502.75,6.250558937571879e-09,0.4418252185706331,0.20729711166921957,0.15399999999999991,0.11724999999999852,0.4418252185706331,-0.3864870881554589,8.0,-1.0623135037953086,0.09475366287015616,-2.0828074039248502e-05,0.8501450425895302,0.6693979800115184,-2.056154249761088e-05,QSO
0.1947499999999991,0.6474987472269762,7.0,0.3770491803278688,0.09464030050697084,-0.012408135383197964,207.6332736114747,-0.10580327868852635,0.0,0.20910726727626724,53.66736080137835,0.12571428571428658,0.25428571428570934,0.3628571428571382,0.6314285714285792,0.851428571428563,0.12944767537708401,0.08565830706369613,0.10527763896161488,0.07593326826802768,0.0,1.380860466415017,0.28486312157793003,-0.9854178072660071,0.10844778887312388,0.08619082044613367,0.06225880521579711,0.064563912368569,0.0,0.9389936449951899,0.590874747761087,0.20676815391962583,0.12430981742039257,0.08624455391377533,0.07018504990357544,0.024728424071537667,0.0,-0.10870034604258105,1.9888451138773933,0.7214332406784909,522129,7.057253906740233e-05,0.054999999999999716,19.650475409836062,0.005514647353792921,0.06800000000000139,0.36065573770491804,-0.1,0.013330619721176374,0.017808079780197487,2224.6666666666665,0.02185566352011037,0.3866300784337869,0.46559236788328484,0.13100000000000023,0.11724999999999852,0.3866300784338042,-0.31278081189947626,24.0,-0.23567038888922198,0.10836544221962531,-2.0828074039248502e-05,0.7708513257877074,0.7903056834457656,-2.056154249761088e-05,QSO
